20Fast ,100Fast,turtle100,turtle
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
-0.131916,-0.047625,0.63875,0.63875
